cell_id	new_cluster_name
Cell_10293	MG3
Cell_10294	MG3
Cell_10295	MG6
Cell_10296	MG2
Cell_10297	MG9
Cell_10298	MG1
Cell_10299	MG1
Cell_10300	MG5
Cell_10301	MG1
Cell_10302	MG3
Cell_10303	MG9
Cell_10304	MG3
Cell_10305	MG3
Cell_10306	MG1
Cell_10307	MG1
Cell_10308	MG2
Cell_10309	MG1
Cell_10310	MG1
Cell_10311	MG1
Cell_10312	MG5
Cell_10313	MG2
Cell_10314	MG1
Cell_10315	MG3
Cell_10316	MG2
Cell_10317	MG2
Cell_10318	MG1
Cell_10319	MG3
Cell_10320	MG2
Cell_10321	MG1
Cell_10323	MG2
Cell_10324	MG1
Cell_10325	MG2
Cell_10326	MG2
Cell_10327	MG3
Cell_10328	MG3
Cell_10329	MG2
Cell_10330	MG2
Cell_10331	MG6
Cell_10332	MG1
Cell_10333	MG2
Cell_10334	MG1
Cell_10335	MG1
Cell_10336	MG1
Cell_10337	MG2
Cell_10338	MG2
Cell_10339	MG1
Cell_10340	MG2
Cell_10341	MG1
Cell_10342	MG3
Cell_10343	MG1
Cell_10344	MG2
Cell_10345	MG2
Cell_10346	MG6
Cell_10347	MG2
Cell_10348	MG5
Cell_10349	MG2
Cell_10350	MG1
Cell_10351	MG4
Cell_10352	MG1
Cell_10353	MG2
Cell_10354	MG2
Cell_10355	MG1
Cell_10356	MG1
Cell_10357	MG5
Cell_10358	MG1
Cell_10359	MG6
Cell_10360	MG2
Cell_10361	MG1
Cell_10362	MG1
Cell_10363	MG3
Cell_10364	MG2
Cell_10365	MG2
Cell_10366	MG5
Cell_10367	MG6
Cell_10368	MG2
Cell_10369	MG2
Cell_10370	MG1
Cell_10371	MG2
Cell_10372	MG2
Cell_10373	MG1
Cell_10374	MG3
Cell_10375	MG3
Cell_10376	MG1
Cell_10377	MG1
Cell_10378	MG3
Cell_10379	MG3
Cell_10380	MG3
Cell_10381	MG5
Cell_10382	MG1
Cell_10383	MG3
Cell_10384	MG2
Cell_10385	MG3
Cell_10386	MG3
Cell_10387	MG2
Cell_10388	MG1
Cell_10389	MG2
Cell_10390	MG2
Cell_10391	MG2
Cell_10392	MG1
Cell_10393	MG1
Cell_10394	MG3
Cell_10395	MG3
Cell_10396	MG3
Cell_10397	MG6
Cell_10398	MG6
Cell_10399	MG2
Cell_10400	MG1
Cell_10401	MG1
Cell_10402	MG3
Cell_10403	MG3
Cell_10404	MG1
Cell_10405	MG9
Cell_10406	MG1
Cell_10407	MG2
Cell_10408	MG2
Cell_10409	MG3
Cell_10410	MG1
Cell_10411	MG1
Cell_10412	MG1
Cell_10413	MG1
Cell_10414	MG3
Cell_10415	MG1
Cell_10416	MG1
Cell_10417	MG5
Cell_10418	MG2
Cell_10419	MG1
Cell_10420	MG1
Cell_10421	MG1
Cell_10422	MG1
Cell_10423	MG3
Cell_10424	MG3
Cell_10425	MG1
Cell_10426	MG1
Cell_10427	MG1
Cell_10428	MG3
Cell_10429	MG1
Cell_10430	MG3
Cell_10431	MG2
Cell_10432	MG1
Cell_10433	MG9
Cell_10434	MG1
Cell_10436	MG1
Cell_10437	MG3
Cell_10438	MG3
Cell_10439	MG5
Cell_10440	MG1
Cell_10441	MG3
Cell_10442	MG2
Cell_10443	MG3
Cell_10444	MG1
Cell_10445	MG3
Cell_10446	MG2
Cell_10447	MG3
Cell_10448	MG2
Cell_10449	MG3
Cell_10450	MG1
Cell_10451	MG1
Cell_10452	MG3
Cell_10453	MG2
Cell_10454	MG3
Cell_10455	MG2
Cell_10456	MG3
Cell_10457	MG2
Cell_10458	MG3
Cell_10459	MG9
Cell_10460	MG1
Cell_10461	MG2
Cell_10462	MG2
Cell_10463	MG6
Cell_10464	MG3
Cell_10465	MG3
Cell_10466	MG1
Cell_10467	MG3
Cell_10468	MG3
Cell_10469	MG2
Cell_10470	MG1
Cell_10471	MG5
Cell_10472	MG2
Cell_10473	MG3
Cell_10474	MG5
Cell_10475	MG3
Cell_10476	MG3
Cell_10477	MG2
Cell_10478	MG2
Cell_10479	MG2
Cell_10480	MG5
Cell_10481	MG1
Cell_10482	MG1
Cell_10483	MG1
Cell_10484	MG3
Cell_10485	MG2
Cell_10486	MG3
Cell_10487	MG1
Cell_10488	MG2
Cell_10489	MG3
Cell_10490	MG2
Cell_10491	MG2
Cell_10492	MG3
Cell_10493	MG2
Cell_10495	MG1
Cell_10496	MG3
Cell_10498	MG2
Cell_10499	MG2
Cell_10500	MG2
Cell_10501	MG1
Cell_10502	MG2
Cell_10503	MG1
Cell_10504	MG2
Cell_10505	MG4
Cell_10506	MG3
Cell_10507	MG9
Cell_10508	MG2
Cell_10509	MG2
Cell_10510	MG3
Cell_10511	MG2
Cell_10512	MG3
Cell_10513	MG1
Cell_10514	MG2
Cell_10515	MG3
Cell_10516	MG3
Cell_10517	MG2
Cell_10518	MG5
Cell_10519	MG1
Cell_10520	MG5
Cell_10521	MG1
Cell_10523	MG1
Cell_10524	MG9
Cell_10525	MG2
Cell_10526	MG1
Cell_10527	MG3
Cell_10528	MG3
Cell_10529	MG1
Cell_10530	MG1
Cell_10531	MG1
Cell_10532	MG3
Cell_10533	MG5
Cell_10534	MG1
Cell_10535	MG3
Cell_10536	MG2
Cell_10537	MG3
Cell_10538	MG2
Cell_10539	MG3
Cell_10540	MG1
Cell_10541	MG5
Cell_10542	MG2
Cell_10543	MG3
Cell_10544	MG3
Cell_10545	MG1
Cell_10546	MG1
Cell_10547	MG1
Cell_10548	MG1
Cell_10549	MG1
Cell_10550	MG1
Cell_10551	MG2
Cell_10552	MG5
Cell_10553	MG1
Cell_10554	MG1
Cell_10555	MG1
Cell_10556	MG1
Cell_10557	MG2
Cell_10558	MG2
Cell_10559	MG3
Cell_10560	MG1
Cell_10561	MG1
Cell_10562	MG3
Cell_10563	MG3
Cell_10564	MG4
Cell_10565	MG2
Cell_10566	MG1
Cell_10567	MG3
Cell_10568	MG1
Cell_10569	MG3
Cell_10570	MG2
Cell_10571	MG3
Cell_10572	MG2
Cell_10573	MG1
Cell_10574	MG3
Cell_10575	MG3
Cell_10576	MG5
Cell_10577	MG1
Cell_10578	MG3
Cell_10579	MG1
Cell_10580	MG1
Cell_10581	MG9
Cell_10582	MG3
Cell_10583	MG1
Cell_10584	MG3
Cell_10585	MG5
Cell_10586	MG5
Cell_10587	MG2
Cell_10588	MG1
Cell_10589	MG3
Cell_10590	MG2
Cell_10591	MG1
Cell_10592	MG3
Cell_10593	MG1
Cell_10594	MG5
Cell_10595	MG3
Cell_10596	MG3
Cell_10597	MG2
Cell_10598	MG4
Cell_10599	MG5
Cell_10600	MG3
Cell_10601	MG1
Cell_10602	MG1
Cell_10603	MG5
Cell_10604	MG2
Cell_10605	MG2
Cell_10606	MG1
Cell_10607	MG2
Cell_10609	MG1
Cell_10610	MG1
Cell_10611	MG3
Cell_10612	MG2
Cell_10613	MG2
Cell_10614	MG1
Cell_10615	MG2
Cell_10616	MG1
Cell_10617	MG3
Cell_10618	MG5
Cell_10619	MG2
Cell_10620	MG2
Cell_10621	MG3
Cell_10622	MG1
Cell_10623	MG2
Cell_10624	MG1
Cell_10625	MG1
Cell_10626	MG5
Cell_10627	MG1
Cell_10628	MG6
Cell_10629	MG1
Cell_10630	MG2
Cell_10631	MG1
Cell_10632	MG2
Cell_10633	MG2
Cell_10634	MG2
Cell_10635	MG1
Cell_10636	MG2
Cell_10637	MG2
Cell_10638	MG3
Cell_10639	MG1
Cell_10640	MG1
Cell_10641	MG1
Cell_10642	MG1
Cell_10643	MG1
Cell_10644	MG1
Cell_10645	MG1
Cell_10646	MG1
Cell_10647	MG3
Cell_10648	MG1
Cell_10649	MG3
Cell_10650	MG1
Cell_10651	MG3
Cell_10652	MG2
Cell_10653	MG5
Cell_10654	MG1
Cell_10655	MG2
Cell_10656	MG1
Cell_10657	MG2
Cell_10658	MG1
Cell_10659	MG1
Cell_10660	MG1
Cell_10661	MG3
Cell_10662	MG6
Cell_10663	MG2
Cell_10664	MG6
Cell_10665	MG1
Cell_10666	MG1
Cell_10667	MG1
Cell_10668	MG3
Cell_10669	MG2
Cell_10670	MG2
Cell_10671	MG2
Cell_10672	MG3
Cell_10673	MG3
Cell_10674	MG3
Cell_10675	MG2
Cell_10676	MG3
Cell_10677	MG2
Cell_10678	MG2
Cell_10679	MG3
Cell_10680	MG4
Cell_10681	MG2
Cell_10682	MG1
Cell_10683	MG2
Cell_10684	MG3
Cell_10685	MG2
Cell_10686	MG3
Cell_10687	MG1
Cell_10688	MG3
Cell_10689	MG1
Cell_10690	MG5
Cell_10691	MG2
Cell_10692	MG1
Cell_10693	MG3
Cell_10694	MG3
Cell_10695	MG3
Cell_10696	MG3
Cell_10698	MG3
Cell_10699	MG1
Cell_10700	MG2
Cell_10701	MG2
Cell_10702	MG3
Cell_10703	MG2
Cell_10704	MG1
Cell_10705	MG1
Cell_10706	MG1
Cell_10707	MG3
Cell_10708	MG2
Cell_10709	MG1
Cell_10710	MG5
Cell_10711	MG6
Cell_10712	MG3
Cell_10713	MG1
Cell_10714	MG2
Cell_10715	MG5
Cell_10716	MG1
Cell_10717	MG2
Cell_10718	MG1
Cell_10720	MG5
Cell_10721	MG4
Cell_10722	MG2
Cell_10723	MG1
Cell_10724	MG1
Cell_10725	MG6
Cell_10726	MG1
Cell_10727	MG3
Cell_10728	MG3
Cell_10729	MG5
Cell_10730	MG2
Cell_10731	MG2
Cell_10732	MG3
Cell_10734	MG2
Cell_10735	MG3
Cell_10736	MG1
Cell_10737	MG3
Cell_10738	MG1
Cell_10739	MG3
Cell_10740	MG3
Cell_10741	MG2
Cell_10742	MG2
Cell_10743	MG3
Cell_10744	MG6
Cell_10745	MG1
Cell_10746	MG3
Cell_10747	MG1
Cell_10748	MG1
Cell_10749	MG1
Cell_10750	MG1
Cell_10751	MG3
Cell_10752	MG3
Cell_10753	MG9
Cell_10754	MG1
Cell_10755	MG2
Cell_10756	MG1
Cell_10757	MG2
Cell_10758	MG2
Cell_10759	MG1
Cell_10760	MG3
Cell_10761	MG1
Cell_10762	MG3
Cell_10763	MG1
Cell_10764	MG3
Cell_10765	MG1
Cell_10766	MG5
Cell_10767	MG2
Cell_10768	MG3
Cell_10769	MG1
Cell_10770	MG2
Cell_10771	MG5
Cell_10772	MG2
Cell_10773	MG2
Cell_10774	MG1
Cell_10775	MG1
Cell_10776	MG1
Cell_10777	MG3
Cell_10778	MG2
Cell_10779	MG3
Cell_10780	MG6
Cell_10781	MG3
Cell_10782	MG3
Cell_10783	MG1
Cell_10784	MG1
Cell_10785	MG1
Cell_10786	MG1
Cell_10787	MG9
Cell_10788	MG3
Cell_10789	MG1
Cell_10790	MG1
Cell_10791	MG2
Cell_10792	MG1
Cell_10793	MG8
Cell_10794	MG2
Cell_10795	MG4
Cell_10796	MG3
Cell_10797	MG5
Cell_10798	MG2
Cell_10799	MG1
Cell_10800	MG2
Cell_10801	MG1
Cell_10802	MG1
Cell_10803	MG1
Cell_10804	MG3
Cell_10805	MG5
Cell_10806	MG1
Cell_10807	MG1
Cell_10808	MG5
Cell_10809	MG3
Cell_10810	MG2
Cell_10811	MG2
Cell_10812	MG2
Cell_10813	MG3
Cell_10814	MG3
Cell_10815	MG1
Cell_10816	MG3
Cell_10817	MG3
Cell_10818	MG3
Cell_10819	MG1
Cell_10820	MG3
Cell_10821	MG3
Cell_10822	MG2
Cell_10823	MG2
Cell_10824	MG3
Cell_10825	MG1
Cell_10826	MG1
Cell_10827	MG3
Cell_10828	MG1
Cell_10829	MG3
Cell_10830	MG3
Cell_10831	MG3
Cell_10832	MG1
Cell_10833	MG2
Cell_10834	MG2
Cell_10835	MG2
Cell_10836	MG1
Cell_10837	MG1
Cell_10838	MG5
Cell_10839	MG3
Cell_10840	MG3
Cell_10841	MG3
Cell_10842	MG2
Cell_10843	MG5
Cell_10844	MG1
Cell_10845	MG3
Cell_10846	MG1
Cell_10847	MG4
Cell_10848	MG1
Cell_10849	MG3
Cell_10850	MG1
Cell_10851	MG3
Cell_10852	MG3
Cell_10854	MG1
Cell_10855	MG2
Cell_10856	MG3
Cell_10857	MG1
Cell_10858	MG3
Cell_10859	MG3
Cell_10860	MG3
Cell_10861	MG2
Cell_10862	MG1
Cell_10863	MG1
Cell_10864	MG6
Cell_10865	MG2
Cell_10866	MG1
Cell_10867	MG2
Cell_10868	MG1
Cell_10869	MG5
Cell_10870	MG3
Cell_10871	MG9
Cell_10872	MG3
Cell_10873	MG3
Cell_10874	MG1
Cell_10875	MG3
Cell_10876	MG1
Cell_10877	MG3
Cell_10878	MG1
Cell_10879	MG3
Cell_10881	MG1
Cell_10882	MG1
Cell_10883	MG1
Cell_10884	MG2
Cell_10885	MG2
Cell_10886	MG3
Cell_10887	MG1
Cell_10888	MG1
Cell_10889	MG3
Cell_10890	MG1
Cell_10891	MG2
Cell_10892	MG2
Cell_10893	MG5
Cell_10894	MG5
Cell_10895	MG2
Cell_10896	MG2
Cell_10897	MG1
Cell_10898	MG1
Cell_10899	MG1
Cell_10900	MG5
Cell_10901	MG1
Cell_10902	MG3
Cell_10903	MG5
Cell_10904	MG2
Cell_10905	MG1
Cell_10906	MG3
Cell_10907	MG1
Cell_10908	MG1
Cell_10909	MG2
Cell_10910	MG1
Cell_10911	MG1
Cell_10912	MG2
Cell_10913	MG2
Cell_10914	MG5
Cell_10915	MG2
Cell_10916	MG1
Cell_10917	MG1
Cell_10918	MG2
Cell_10919	MG3
Cell_10920	MG5
Cell_10921	MG3
Cell_10922	MG1
Cell_10923	MG9
Cell_10924	MG2
Cell_10925	MG2
Cell_10926	MG1
Cell_10927	MG1
Cell_10928	MG3
Cell_10929	MG2
Cell_10930	MG1
Cell_10931	MG2
Cell_10932	MG1
Cell_10933	MG2
Cell_10934	MG1
Cell_10935	MG5
Cell_10936	MG1
Cell_10937	MG1
Cell_10938	MG5
Cell_10939	MG1
Cell_10940	MG2
Cell_10941	MG1
Cell_10942	MG2
Cell_10943	MG2
Cell_10944	MG1
Cell_10945	MG2
Cell_10946	MG2
Cell_10947	MG2
Cell_10948	MG4
Cell_10949	MG1
Cell_10950	MG1
Cell_10951	MG2
Cell_10952	MG1
Cell_10953	MG1
Cell_10954	MG5
Cell_10955	MG2
Cell_10956	MG3
Cell_10957	MG2
Cell_10958	MG3
Cell_10959	MG1
Cell_10960	MG1
Cell_10961	MG2
Cell_10962	MG5
Cell_10963	MG3
Cell_10964	MG1
Cell_10965	MG1
Cell_10966	MG1
Cell_10967	MG3
Cell_10968	MG1
Cell_10969	MG1
Cell_10970	MG2
Cell_10971	MG2
Cell_10972	MG2
Cell_10973	MG5
Cell_10974	MG4
Cell_10975	MG1
Cell_10976	MG2
Cell_10977	MG2
Cell_10978	MG4
Cell_10979	MG5
Cell_10980	MG2
Cell_10981	MG3
Cell_10982	MG6
Cell_10983	MG6
Cell_10984	MG1
Cell_10985	MG2
Cell_10986	MG3
Cell_10987	MG2
Cell_10988	MG2
Cell_10989	MG1
Cell_10990	MG1
Cell_10991	MG2
Cell_10992	MG1
Cell_10993	MG1
Cell_10994	MG5
Cell_10995	MG1
Cell_10996	MG1
Cell_10997	MG3
Cell_10998	MG6
Cell_10999	MG3
Cell_11000	MG3
Cell_11001	MG2
Cell_11002	MG2
Cell_11003	MG2
Cell_11004	MG3
Cell_11005	MG1
Cell_11006	MG1
Cell_11007	MG3
Cell_11008	MG1
Cell_11009	MG2
Cell_11010	MG1
Cell_11011	MG6
Cell_11012	MG6
Cell_11013	MG3
Cell_11014	MG1
Cell_11015	MG3
Cell_11016	MG2
Cell_11017	MG2
Cell_11018	MG5
Cell_11019	MG2
Cell_11020	MG6
Cell_11021	MG1
Cell_11022	MG3
Cell_11023	MG1
Cell_11024	MG2
Cell_11025	MG2
Cell_11026	MG2
Cell_11027	MG1
Cell_11028	MG2
Cell_11029	MG2
Cell_11030	MG3
Cell_11031	MG1
Cell_11032	MG1
Cell_11033	MG1
Cell_11034	MG1
Cell_11035	MG3
Cell_11036	MG2
Cell_11037	MG2
Cell_11038	MG1
Cell_11039	MG1
Cell_11040	MG1
Cell_11041	MG1
Cell_11042	MG2
Cell_11043	MG2
Cell_11044	MG1
Cell_11045	MG3
Cell_11046	MG1
Cell_11047	MG2
Cell_11048	MG2
Cell_11049	MG1
Cell_11050	MG3
Cell_11051	MG1
Cell_11052	MG5
Cell_11053	MG1
Cell_11054	MG5
Cell_11055	MG2
Cell_11056	MG2
Cell_11057	MG1
Cell_11058	MG1
Cell_11059	MG5
Cell_11060	MG1
Cell_11061	MG3
Cell_11062	MG1
Cell_11063	MG1
Cell_11064	MG5
Cell_11065	MG1
Cell_11066	MG2
Cell_11067	MG3
Cell_11068	MG2
Cell_11069	MG2
Cell_11070	MG3
Cell_11071	MG2
Cell_11072	MG1
Cell_11073	MG1
Cell_11074	MG2
Cell_11075	MG1
Cell_11076	MG5
Cell_11077	MG3
Cell_11078	MG6
Cell_11079	MG4
Cell_11080	MG1
Cell_11081	MG6
Cell_11082	MG1
Cell_11083	MG1
Cell_11084	MG5
Cell_11085	MG1
Cell_11086	MG1
Cell_11087	MG3
Cell_11088	MG1
Cell_11089	MG2
Cell_11090	MG2
Cell_11091	MG2
Cell_11092	MG5
Cell_11093	MG1
Cell_11094	MG1
Cell_11095	MG2
Cell_11096	MG1
Cell_11097	MG2
Cell_11098	MG1
Cell_11099	MG1
Cell_11100	MG1
Cell_11101	MG6
Cell_11102	MG5
Cell_11103	MG3
Cell_11104	MG1
Cell_11105	MG1
Cell_11106	MG2
Cell_11107	MG2
Cell_11108	MG2
Cell_11109	MG1
Cell_11110	MG6
Cell_11111	MG2
Cell_11112	MG1
Cell_11113	MG1
Cell_11114	MG1
Cell_11115	MG3
Cell_11116	MG6
Cell_11117	MG2
Cell_11118	MG2
Cell_11119	MG1
Cell_11120	MG1
Cell_11121	MG3
Cell_11122	MG3
Cell_11123	MG2
Cell_11124	MG2
Cell_11125	MG2
Cell_11126	MG2
Cell_11128	MG2
Cell_11129	MG1
Cell_11130	MG5
Cell_11131	MG2
Cell_11132	MG2
Cell_11133	MG3
Cell_11134	MG1
Cell_11135	MG2
Cell_11136	MG2
Cell_11137	MG2
Cell_11138	MG3
Cell_11139	MG3
Cell_11140	MG1
Cell_11141	MG2
Cell_11142	MG1
Cell_11143	MG3
Cell_11144	MG1
Cell_11145	MG2
Cell_11146	MG1
Cell_11147	MG1
Cell_11148	MG1
Cell_11149	MG1
Cell_11150	MG3
Cell_11151	MG1
Cell_11152	MG1
Cell_11153	MG5
Cell_11154	MG1
Cell_11155	MG3
Cell_11156	MG3
Cell_11157	MG1
Cell_11158	MG2
Cell_11159	MG2
Cell_11160	MG1
Cell_11161	MG2
Cell_11162	MG3
Cell_11163	MG1
Cell_11164	MG3
Cell_11165	MG2
Cell_11166	MG2
Cell_11167	MG2
Cell_11168	MG1
Cell_11169	MG2
Cell_11170	MG1
Cell_11171	MG1
Cell_11172	MG3
Cell_11173	MG2
Cell_11174	MG5
Cell_11175	MG2
Cell_11176	MG1
Cell_11177	MG1
Cell_11178	MG3
Cell_11179	MG2
Cell_11180	MG1
Cell_11181	MG2
Cell_11182	MG3
Cell_11183	MG2
Cell_11184	MG2
Cell_11185	MG3
Cell_11186	MG5
Cell_11187	MG5
Cell_11188	MG1
Cell_11189	MG3
Cell_11190	MG6
Cell_11191	MG3
Cell_11192	MG5
Cell_11193	MG5
Cell_11194	MG1
Cell_11195	MG3
Cell_11196	MG1
Cell_11197	MG2
Cell_11198	MG1
Cell_11199	MG3
Cell_11200	MG3
Cell_11201	MG3
Cell_11202	MG1
Cell_11203	MG1
Cell_11204	MG1
Cell_11205	MG2
Cell_11206	MG1
Cell_11207	MG2
Cell_11208	MG2
Cell_11209	MG2
Cell_11210	MG1
Cell_11211	MG2
Cell_11212	MG2
Cell_11213	MG1
Cell_11214	MG2
Cell_11215	MG2
Cell_11216	MG1
Cell_11217	MG2
Cell_11218	MG1
Cell_11219	MG2
Cell_11220	MG1
Cell_11221	MG3
Cell_11222	MG2
Cell_11223	MG1
Cell_11224	MG3
Cell_11225	MG1
Cell_11226	MG1
Cell_11227	MG2
Cell_11228	MG2
Cell_11229	MG1
Cell_11230	MG3
Cell_11231	MG3
Cell_11232	MG2
Cell_11233	MG6
Cell_11234	MG2
Cell_11235	MG6
Cell_11236	MG2
Cell_11237	MG1
Cell_11238	MG1
Cell_11239	MG5
Cell_11240	MG1
Cell_11241	MG5
Cell_11242	MG1
Cell_11243	MG5
Cell_11244	MG3
Cell_11245	MG5
Cell_11246	MG2
Cell_11247	MG2
Cell_11248	MG1
Cell_11249	MG1
Cell_11250	MG1
Cell_11251	MG1
Cell_11252	MG1
Cell_11253	MG1
Cell_11254	MG3
Cell_11255	MG1
Cell_11256	MG1
Cell_11257	MG2
Cell_11258	MG1
Cell_11259	MG1
Cell_11260	MG2
Cell_11261	MG2
Cell_11262	MG2
Cell_11263	MG1
Cell_11264	MG1
Cell_11265	MG2
Cell_11266	MG1
Cell_11267	MG1
Cell_11268	MG3
Cell_11269	MG3
Cell_11270	MG1
Cell_11271	MG2
Cell_11272	MG5
Cell_11273	MG2
Cell_11274	MG3
Cell_11275	MG1
Cell_11276	MG1
Cell_11277	MG5
Cell_11278	MG5
Cell_11279	MG3
Cell_11280	MG5
Cell_11281	MG1
Cell_11282	MG1
Cell_11283	MG3
Cell_11284	MG1
Cell_11285	MG6
Cell_11286	MG5
Cell_11287	MG1
Cell_11288	MG1
Cell_11289	MG2
Cell_11290	MG2
Cell_11291	MG3
Cell_11292	MG3
Cell_11293	MG1
Cell_11294	MG1
Cell_11295	MG6
Cell_11296	MG1
Cell_11297	MG3
Cell_11298	MG3
Cell_11299	MG2
Cell_11300	MG2
Cell_11301	MG3
Cell_11302	MG1
Cell_11303	MG1
Cell_11304	MG1
Cell_11305	MG3
Cell_11306	MG1
Cell_11307	MG2
Cell_11308	MG1
Cell_11309	MG1
Cell_11310	MG5
Cell_11311	MG2
Cell_11312	MG3
Cell_11313	MG3
Cell_11314	MG1
Cell_11315	MG1
Cell_11316	MG3
Cell_11317	MG2
Cell_11318	MG1
Cell_11319	MG1
Cell_11320	MG1
Cell_11321	MG1
Cell_11322	MG2
Cell_11323	MG5
Cell_11324	MG6
Cell_11325	MG2
Cell_11326	MG5
Cell_11327	MG1
Cell_11328	MG2
Cell_11329	MG2
Cell_11330	MG3
Cell_11331	MG2
Cell_11332	MG1
Cell_11333	MG2
Cell_11334	MG3
Cell_11335	MG1
Cell_11336	MG6
Cell_11337	MG1
Cell_11338	MG1
Cell_11339	MG2
Cell_11340	MG2
Cell_11341	MG3
Cell_11342	MG1
Cell_11343	MG3
Cell_11344	MG5
Cell_11345	MG1
Cell_11346	MG2
Cell_11347	MG3
Cell_11348	MG1
Cell_11349	MG1
Cell_11350	MG2
Cell_11351	MG3
Cell_11352	MG1
Cell_11353	MG2
Cell_11354	MG1
Cell_11355	MG5
Cell_11356	MG1
Cell_11357	MG2
Cell_11358	MG2
Cell_11359	MG1
Cell_11360	MG3
Cell_11361	MG6
Cell_11362	MG3
Cell_11363	MG5
Cell_11364	MG3
Cell_11365	MG2
Cell_11366	MG2
Cell_11367	MG1
Cell_11368	MG1
Cell_11369	MG1
Cell_11370	MG2
Cell_11371	MG3
Cell_11372	MG1
Cell_11373	MG1
Cell_11374	MG5
Cell_11375	MG2
Cell_11376	MG3
Cell_11377	MG1
Cell_11378	MG1
Cell_11379	MG1
Cell_11380	MG2
Cell_11381	MG1
Cell_11382	MG2
Cell_11383	MG2
Cell_11384	MG3
Cell_11385	MG1
Cell_11386	MG1
Cell_11387	MG1
Cell_11388	MG2
Cell_11389	MG3
Cell_11390	MG1
Cell_11391	MG3
Cell_11392	MG1
Cell_11393	MG6
Cell_11394	MG2
Cell_11395	MG5
Cell_11396	MG2
Cell_11397	MG1
Cell_11398	MG1
Cell_11399	MG4
Cell_11400	MG1
Cell_11401	MG6
Cell_11402	MG2
Cell_11403	MG1
Cell_11404	MG1
Cell_11405	MG1
Cell_11406	MG6
Cell_11407	MG1
Cell_11408	MG1
Cell_11409	MG1
Cell_11410	MG2
Cell_11411	MG1
Cell_11412	MG1
Cell_11413	MG2
Cell_11414	MG2
Cell_11415	MG2
Cell_11416	MG6
Cell_11417	MG2
Cell_11418	MG2
Cell_11419	MG1
Cell_11420	MG2
Cell_11421	MG4
Cell_11422	MG1
Cell_11423	MG2
Cell_11424	MG2
Cell_11425	MG1
Cell_11426	MG5
Cell_11427	MG5
Cell_11428	MG2
Cell_11429	MG2
Cell_11430	MG3
Cell_11431	MG3
Cell_11432	MG2
Cell_11433	MG3
Cell_11434	MG3
Cell_11435	MG1
Cell_11436	MG1
Cell_11437	MG2
Cell_11438	MG2
Cell_11439	MG3
Cell_11440	MG1
Cell_11441	MG2
Cell_11442	MG3
Cell_11443	MG1
Cell_11444	MG3
Cell_11445	MG3
Cell_11446	MG2
Cell_11447	MG2
Cell_11448	MG1
Cell_11449	MG5
Cell_11450	MG1
Cell_11451	MG3
Cell_11452	MG5
Cell_11453	MG1
Cell_11454	MG1
Cell_11455	MG1
Cell_11456	MG2
Cell_11457	MG3
Cell_11458	MG5
Cell_11459	MG1
Cell_11460	MG3
Cell_11461	MG3
Cell_11462	MG2
Cell_11463	MG2
Cell_11464	MG2
Cell_11465	MG5
Cell_11466	MG1
Cell_11467	MG1
Cell_11468	MG1
Cell_11469	MG1
Cell_11470	MG2
Cell_11471	MG6
Cell_11472	MG2
Cell_11473	MG1
Cell_11474	MG3
Cell_11475	MG1
Cell_11476	MG2
Cell_11477	MG2
Cell_11478	MG1
Cell_11479	MG3
Cell_11480	MG1
Cell_11481	MG3
Cell_11482	MG2
Cell_11483	MG1
Cell_11484	MG1
Cell_11485	MG2
Cell_11486	MG1
Cell_11487	MG2
Cell_11488	MG1
Cell_11489	MG2
Cell_11490	MG5
Cell_11491	MG1
Cell_11492	MG2
Cell_11493	MG2
Cell_11494	MG2
Cell_11495	MG6
Cell_11496	MG6
Cell_11497	MG5
Cell_11498	MG3
Cell_11499	MG2
Cell_11500	MG3
Cell_11501	MG1
Cell_11502	MG4
Cell_11503	MG2
Cell_11504	MG3
Cell_11505	MG1
Cell_11506	MG3
Cell_11507	MG2
Cell_11508	MG5
Cell_11509	MG1
Cell_11510	MG1
Cell_11511	MG3
Cell_11512	MG1
Cell_11513	MG3
Cell_11514	MG3
Cell_11515	MG2
Cell_11516	MG2
Cell_11517	MG9
Cell_11518	MG5
Cell_11519	MG2
Cell_11520	MG1
Cell_11521	MG2
Cell_11522	MG1
Cell_11523	MG5
Cell_11524	MG6
Cell_11525	MG3
Cell_11526	MG1
Cell_11527	MG1
Cell_11528	MG1
Cell_11529	MG2
Cell_11530	MG2
Cell_11531	MG5
Cell_11532	MG3
Cell_11533	MG3
Cell_11534	MG2
Cell_11535	MG3
Cell_11536	MG5
Cell_11537	MG1
Cell_11538	MG2
Cell_11539	MG2
Cell_11540	MG2
Cell_11541	MG2
Cell_11542	MG1
Cell_11543	MG3
Cell_11544	MG1
Cell_11545	MG2
Cell_11546	MG5
Cell_11547	MG3
Cell_11548	MG3
Cell_11549	MG2
Cell_11550	MG3
Cell_11551	MG2
Cell_11552	MG1
Cell_11553	MG5
Cell_11554	MG1
Cell_11555	MG1
Cell_11556	MG2
Cell_11557	MG2
Cell_11558	MG2
Cell_11559	MG3
Cell_11560	MG1
Cell_11561	MG2
Cell_11562	MG3
Cell_11563	MG2
Cell_11564	MG1
Cell_11565	MG2
Cell_11566	MG3
Cell_11567	MG2
Cell_11568	MG1
Cell_11569	MG1
Cell_11570	MG1
Cell_11571	MG2
Cell_11572	MG2
Cell_11573	MG5
Cell_11574	MG1
Cell_11575	MG1
